"param_id","eir_equil","sig_het","ff","trial_duration","trial_PQ_eff_stratum_1","trial_PQ_eff_stratum_2","trial_PQ_prop_stratum_1","trial_PQ_prop_stratum_2","trial_PQ_proph","is_LLIN_distributed","is_IRS_administered","eff_cph_recurrent_LM","eff_cph_recurrent_PCR","eff_cph_any_relapse_LM","eff_cph_any_relapse_PCR","eff_cph_relapse_LM_trial","eff_cph_relapse_PCR_trial","eff_cph_relapse_LM_all","eff_cph_relapse_PCR_all","eff_incid_recurrent_PCR","eff_incid_recurrent_LM","eff_incid_recurrent_D","eff_incid_any_relapse_PCR","eff_incid_any_relapse_LM","eff_incid_any_relapse_D","eff_incid_relapse_PCR","eff_incid_relapse_LM","eff_incid_relapse_D","eff_risk_relapse_PCR","eff_risk_relapse_LM","eff_risk_relapse_D"
11916,10,0,0.01538462,180,0.75,0,1,0,28,1,1,0.532481869911668,0.502113776056301,0.663760503148416,0.61951218422023,0.755623027370038,0.658423648425782,0.783219949201035,0.70942090734788,0.586027713625866,0.6792,0.727272727272727,0.66679026994957,0.748862602365787,0.863636363636364,0.748077267036308,0.817099567099567,0.85,0.293997965412004,0.762626262626263,0.85
11917,10,0,0.01538462,180,0.75,0,1,0,28,1,1,0.649161487541629,0.535068695753154,0.726712517764462,0.652510637752794,0.762302221156706,0.695134799490124,0.769562521712104,0.685160028271083,0.571872737481201,0.684231553579537,0.79289613710179,0.653597270877633,0.744698571454836,0.839839679358717,0.727535233510499,0.802917291758155,0.856999713713141,0.273003033367037,0.733333333333333,0.857142857142857
11918,10,0,0.01538462,180,0.75,0,1,0,28,1,1,0.48261377670396,0.561131135863877,0.54172136924942,0.67922587291535,0.61744193850898,0.729246152437284,0.712200608588471,0.683173572046215,0.57752426578095,0.682757741631673,0.248496993987976,0.661258838091108,0.717195949075767,0.141139421700544,0.73970771012797,0.763946269861326,0.109329770652416,0.257637474541752,0.677339901477833,0.277777777777778
11919,10,0,0.01538462,180,0.75,0,1,0,28,1,1,0.474302570330736,0.497842503552726,0.518959704751307,0.620435564650519,0.654700150931955,0.641120014686299,0.728777979066027,0.668608173949826,0.576824910668708,0.635930047694754,0.65,0.653664998528113,0.695612431444241,0.684210526315789,0.730419107706174,0.776315789473684,0.733333333333333,0.254545454545455,0.702702702702703,0.733333333333333
1192,1,0,0.01538462,180,0.75,0,1,0,28,0,0,0.664060673791055,0.665536145189115,0.715683699535075,0.735962808141568,0.767237513949462,0.775429751972363,0.768128863719951,0.790637405607437,0.615917910447761,0.630395419847328,0.681478260869565,0.674391000304044,0.686830337078652,0.701911290322581,0.717478936464088,0.727721005154639,0.759855769230769,0.657108721624851,0.687407407407407,0.774193548387097
11920,10,0,0.01538462,180,0.75,0,1,0,28,1,1,0.544626842708928,0.560157033516517,0.57465392756226,0.648159895073502,0.718217296232914,0.710795286533345,0.764889874474413,0.710303870422614,0.60333937840035,0.711210096510765,0.647058823529412,0.678806272129489,0.751058425063506,0.6875,0.752662107176868,0.823587710604559,0.769230769230769,0.302020202020202,0.738717339667458,0.769230769230769
11921,10,0,0.01538462,180,0.75,0,1,0,28,1,1,0.613877306790482,0.531410644709455,0.659341275360352,0.639581374225208,0.721915046451645,0.685637166729395,0.722946414182546,0.677291816139525,0.586465432295616,0.73591185426621,0.68118054290399,0.664408647381184,0.76903851524258,0.683577681679148,0.735166356692933,0.804095370227635,0.874749498997996,0.25783619817998,0.7025,0.875
11922,10,0,0.01538462,180,0.75,0,1,0,28,1,1,0.516862865433176,0.519943447862898,0.535317904723043,0.631302921560225,0.604197044663944,0.694112393884664,0.727334059460053,0.673621299832451,0.574905635819341,0.691220238095238,0.714285714285714,0.654329295648273,0.731201382886776,0.740740740740741,0.735513430958584,0.804457953394124,0.863636363636364,0.283248730964467,0.702637889688249,0.863636363636364
11923,10,0,0.01538462,180,0.75,0,1,0,28,1,1,0.589738857188801,0.523567387074178,0.706900676040904,0.656306616290652,0.744651149305986,0.699517808323759,0.735091915705422,0.690692040167045,0.579238973699011,0.651935449847063,0.35871743486974,0.654593500002439,0.710761729644857,0.498997995991984,0.729064569209976,0.768524390553258,0.624248496993988,0.28412537917088,0.707317073170732,0.8125
11924,10,0,0.01538462,180,0.75,0,1,0,28,1,1,0.44670884305775,0.495894143986447,0.487210236124906,0.62147742494934,0.492280274796493,0.660628648963333,0.697275951220368,0.660087333077765,0.574947084856648,0.681629260182876,0.807692307692308,0.654410674573758,0.733590733590734,0.904761904761905,0.732609281034019,0.79860302677532,0.944444444444444,0.271717171717172,0.697127937336815,0.941176470588235
