"param_id","eir_equil","sig_het","ff","trial_duration","trial_PQ_eff_stratum_1","trial_PQ_eff_stratum_2","trial_PQ_prop_stratum_1","trial_PQ_prop_stratum_2","trial_PQ_proph","is_LLIN_distributed","is_IRS_administered","eff_cph_recurrent_LM","eff_cph_recurrent_PCR","eff_cph_any_relapse_LM","eff_cph_any_relapse_PCR","eff_cph_relapse_LM_trial","eff_cph_relapse_PCR_trial","eff_cph_relapse_LM_all","eff_cph_relapse_PCR_all","eff_incid_recurrent_PCR","eff_incid_recurrent_LM","eff_incid_recurrent_D","eff_incid_any_relapse_PCR","eff_incid_any_relapse_LM","eff_incid_any_relapse_D","eff_incid_relapse_PCR","eff_incid_relapse_LM","eff_incid_relapse_D","eff_risk_relapse_PCR","eff_risk_relapse_LM","eff_risk_relapse_D"
7699,10,0,0.0111111111111111,180,0.75,0,1,0,28,1,0,0.663355612801593,0.586996744629303,0.745342309662855,0.700467190175141,0.76269762745599,0.712708231441338,0.739903088236654,0.719433596475883,0.617617617617618,0.742628807669458,0.952333285666619,0.691643353615185,0.779562956458263,0.941117588176412,0.735589021303307,0.790226231857737,0.928499928499928,0.336382113821138,0.71671388101983,0.923076923076923
77,0.1,0,0.0333333333333333,90,0.75,0,1,0,28,1,0,0.793264773538607,0.83230711442168,0.800767305931134,0.838608424443005,0.805304639903665,0.841184171141753,0.830367663044424,0.843595895977425,0.708992812441088,0.695755793316769,0.68525226257185,0.711259956071026,0.697123363162284,0.687618653135895,0.719505601858543,0.705699390241977,0.702124269598318,0.756291390728477,0.75177304964539,0.728232189973615
770,100,0,0.0333333333333333,90,0.75,0,1,0,28,1,0,0.497090804818705,0.255975129443147,0.610825249108374,0.557014026675002,0.671164151182342,0.544703431983367,0.74202664540279,0.443447854083714,0.585878124197732,0.803218627682488,0.682609438707,0.691131562345383,0.844455984806862,0.726999726999727,0.722414722414722,0.872226724078576,0.761666428333095,0.149944873208379,0.712574850299401,0.80952380952381
7700,10,0,0.0111111111111111,180,0.75,0,1,0,28,1,0,0.574959749095147,0.564499291517329,0.646690817200373,0.646190317294131,0.645501801901693,0.655730657113283,0.660891283785607,0.67218094267785,0.597914046583248,0.657638094120179,0.470058293587705,0.674139099233518,0.6996996996997,0.562062062062062,0.724652675708338,0.719603493188399,0.537999537999538,0.304480651731161,0.673716012084592,0.454545454545455
7701,10,0,0.0111111111111111,180,0.75,0,1,0,28,1,0,0.538538315018816,0.549845092081784,0.619661383402915,0.692849748992116,0.629932149645818,0.703141999865161,0.649010473808207,0.705919822252788,0.581545379981845,0.616803920340681,0.523332379043802,0.661873083119356,0.673887397436382,0.578525471996625,0.722468459306673,0.720517958994913,0.666332665330661,0.309257375381485,0.626112759643917,0.647058823529412
7702,10,0,0.0111111111111111,180,0.75,0,1,0,28,1,0,0.596714782610584,0.593258411502934,0.656117668909282,0.666787436687751,0.664852065616711,0.687809836788502,0.724486033140032,0.711742889178679,0.609036627751537,0.702898550724638,0.714285714285714,0.689754393176446,0.749703440094899,0.777777777777778,0.739407529800543,0.774932614555256,0.823529411764706,0.330971659919028,0.711538461538462,0.8125
7703,10,0,0.0111111111111111,180,0.75,0,1,0,28,1,0,0.513280917128478,0.572428833503368,0.634539177857197,0.672325115448979,0.684879452615883,0.699618513797931,0.67264519105637,0.69572787128149,0.592253656350266,0.635686202850382,0.812312312312312,0.675051395481503,0.70551196357648,0.874874874874875,0.729921850984843,0.735723924514485,0.856999856999857,0.303370786516854,0.666666666666667,0.857142857142857
7704,10,0,0.0111111111111111,180,0.75,0,1,0,28,1,0,0.57917357537172,0.584665446467138,0.680640095955603,0.7051784996916,0.724037184531596,0.708842618637598,0.691460271283509,0.695507984760271,0.606304547867634,0.657980498374864,0.772954545454545,0.684805848072794,0.722017391304348,0.737105263157895,0.732295649114577,0.763138075313808,0.706176470588235,0.306205493387589,0.680115273775216,0.6875
7705,10,0,0.0111111111111111,180,0.75,0,1,0,28,1,0,0.605440963704451,0.592674585296436,0.698259872442605,0.704140153144883,0.727239524807084,0.721390808364838,0.738846137462444,0.68088728564513,0.609360276522201,0.686117954070981,0.791875,0.683416941128036,0.733276699029126,0.875125,0.725382086707956,0.756849791376912,0.863772727272727,0.290519877675841,0.709677419354839,0.863636363636364
7706,10,0,0.0111111111111111,180,0.75,0,1,0,28,1,0,0.69129924691175,0.615774672896841,0.746466251299799,0.694944271596109,0.772274228899697,0.708242468558805,0.765082475279845,0.699894238306428,0.61409325069826,0.73080650371487,0.705587940882058,0.692086626295802,0.779306865921039,0.856999856999857,0.73740556700198,0.794368011422275,0.845999845999846,0.317444219066937,0.752717391304348,0.846153846153846
7707,10,0,0.0111111111111111,180,0.75,0,1,0,28,1,0,0.653682961186877,0.560578012312463,0.718212735209375,0.660290940944504,0.743492737397866,0.693478904259353,0.720053111448088,0.686610936079426,0.607777168141593,0.688817356205853,0.8004,0.680660450819672,0.733148681055156,0.7505,0.729919971919972,0.756618528610354,0.727818181818182,0.284253578732106,0.678474114441417,0.727272727272727
