"param_id","eir_equil","sig_het","ff","trial_duration","trial_PQ_eff_stratum_1","trial_PQ_eff_stratum_2","trial_PQ_prop_stratum_1","trial_PQ_prop_stratum_2","trial_PQ_proph","is_LLIN_distributed","is_IRS_administered","eff_cph_recurrent_LM","eff_cph_recurrent_PCR","eff_cph_recurrent_D","eff_cph_any_relapse_LM","eff_cph_any_relapse_PCR","eff_cph_relapse_LM_trial","eff_cph_relapse_PCR_trial","eff_cph_relapse_D_trial","eff_cph_relapse_LM_all","eff_cph_relapse_PCR_all","eff_cph_relapse_D_all","eff_incid_recurrent_PCR","eff_incid_recurrent_LM","eff_incid_recurrent_D","eff_incid_any_relapse_PCR","eff_incid_any_relapse_LM","eff_incid_any_relapse_D","eff_incid_relapse_PCR","eff_incid_relapse_LM","eff_incid_relapse_D","eff_incid_trial_PCR","eff_incid_trial_LM","eff_incid_trial_D","eff_risk_relapse_PCR","eff_risk_relapse_LM","eff_risk_relapse_D","eff_risk_trial_PCR","eff_risk_trial_LM","eff_risk_trial_D"
2207,10,3,0.01538462,180,1,0,0.75,0.25,28,1,0,0.715186733366876,0.734929218017749,0.712570804017292,0.740310879578552,0.780266724113223,0.747515240724292,0.789918057294745,0.740025848698109,0.78335324776215,0.828177961077023,-0.201000853776212,0.534250878791824,0.572484611626771,0.686588235294118,0.675186846957591,0.669875647668394,0.705185497470489,0.7333336,0.684790697674419,0.712123499142367,0.640103846153846,0.68683829787234,0.721680811808118,0.731585518102372,0.711711711711712,0.715068493150685,0.617808219178082,0.675925925925926,0.693181818181818
2208,10,3,0.01538462,180,1,0,0.75,0.25,28,1,0,0.733127894013186,0.732186051534317,0.741898764182328,0.768185535794367,0.782761241496698,0.774268532492659,0.809597673887519,0.775893073035984,0.804514707487854,0.835259880140688,0.335307925318867,0.388300188706634,0.561643835616438,0.654385964912281,0.583390371891399,0.65863453815261,0.680580762250454,0.693426410703898,0.707240948813983,0.706642066420664,0.626586506346025,0.692528735632184,0.706796116504854,0.732747804265998,0.725373134328358,0.726470588235294,0.601115760111576,0.681395348837209,0.708823529411765
2209,10,3,0.01538462,180,1,0,0.75,0.25,28,1,0,0.720094468868428,0.72660696297274,0.730904117283629,0.72806907081982,0.766287502128405,0.753030448051049,0.794156287354711,0.754587482226829,0.811445283570918,0.838457456064308,-0.202355051056192,0.572508121071235,0.674101884046636,0.74278697682953,0.636627358119059,0.696715685875577,0.755349152939514,0.745964451846805,0.750351312851313,0.776184635339565,0.652767521619981,0.730708969839405,0.763601239616,0.737235367372354,0.736613603473227,0.743589743589744,0.607242339832869,0.674887892376682,0.712209302325581
221,0.1,1,0.01538462,180,1,0,0.75,0.25,28,1,0,0.793859543509477,0.82997760976345,0.792415898880609,0.81156465518782,0.838751520331147,0.814500230293047,0.843383952927692,0.81383941237279,0.834197858172863,0.837797334854567,-0.0703104373673944,0.712409090909091,0.708992433795713,0.727316981132075,0.724997353096877,0.721402042118698,0.740159090909091,0.74296,0.7424453125,0.760695817490494,0.763015727391874,0.743148104265403,0.758374823196605,0.756324900133156,0.761904761904762,0.772727272727273,0.744350282485876,0.740882917466411,0.753880266075388
2210,10,3,0.01538462,180,1,0,0.75,0.25,28,1,0,0.746386805550995,0.750425438592415,0.735924745845372,0.763409137517511,0.798536082890996,0.781609681403909,0.820500200663825,0.760744464749731,0.821964763042,0.840242262435932,-0.439660619972417,0.428113712955505,0.683577046930264,0.730229148985418,0.637572291342111,0.719643038081327,0.751146531700364,0.764134538446801,0.757395768642624,0.761099765849865,0.657609311742233,0.712309196497054,0.729439715795431,0.743654822335025,0.75,0.753315649867374,0.633977900552486,0.70704845814978,0.720221606648199
2211,10,3,0.01538462,180,1,0,0.75,0.25,28,1,0,0.701726158282584,0.713892961287998,0.687156138424841,0.746720567869634,0.785753955255514,0.769501745282969,0.814001144959325,0.73451932065409,0.803874260484261,0.832068703688245,-0.133694826347748,0.395400925787666,0.559313959028109,0.60038240917782,0.655058408640071,0.672843080486393,0.646365422396857,0.765813888107956,0.717280813214739,0.660569105691057,0.595371669004207,0.633070866141732,0.643923240938166,0.733585858585859,0.734539969834088,0.706231454005935,0.590717299578059,0.657957244655582,0.664652567975831
2212,10,3,0.01538462,180,1,0,0.75,0.25,28,1,0,0.704011762684909,0.701724599125109,0.701758429334547,0.735959182108241,0.780360789130244,0.764725069479047,0.801736455618594,0.74647386134576,0.807598916565013,0.824377084701561,-0.470886232092536,0.332582244254168,0.588807785888078,0.642611683848797,0.542883005204797,0.670675830469645,0.663716814159292,0.679942693409742,0.723684210526316,0.713768115942029,0.597537265068049,0.673944687045124,0.692759295499022,0.719512195121951,0.736994219653179,0.728021978021978,0.570068027210884,0.654708520179372,0.672413793103448
2213,10,3,0.01538462,180,1,0,0.75,0.25,28,1,0,0.732220561766927,0.719279090477834,0.707977993977375,0.775138704708168,0.800644760637252,0.798061156861127,0.816599568670638,0.758578982516039,0.831857552071766,0.849555822966615,0.126089593847792,0.418294687569269,0.590477357592884,0.679054816739198,0.619145267278744,0.697949197888162,0.714256160435773,0.727589087462181,0.73709811731972,0.73667671163222,0.608419776803273,0.692650088910215,0.708942442842463,0.750611246943765,0.766081871345029,0.742937853107345,0.590659340659341,0.683628318584071,0.686390532544379
2214,10,3,0.01538462,180,1,0,0.75,0.25,28,1,0,0.741461738741684,0.718358858372062,0.751953517145485,0.790318694530496,0.807962465068909,0.813046100416156,0.840052172823563,0.789367143403606,0.842975697457771,0.856043863530214,0.280416446229523,0.202445518566425,0.562422307143996,0.710236552341815,0.545021557600174,0.691780568274592,0.739977668670368,0.744509304448606,0.748978800118665,0.762829031121714,0.630730274842181,0.727749727749728,0.743237661453275,0.770287141073658,0.780172413793103,0.76566757493188,0.594972067039106,0.692650334075724,0.72316384180791
2215,10,3,0.01538462,180,1,0,0.75,0.25,28,1,0,0.768861265283011,0.743364015412777,0.787044042944434,0.802278143693189,0.802754045646621,0.825964968428107,0.840541744344159,0.823883621877427,0.844557510883344,0.856212357390605,0.0666011052703361,0.311574896388396,0.586848072562358,0.756172839506173,0.604661389621812,0.712624584717608,0.776545166402536,0.740960451977401,0.767314702308627,0.796116504854369,0.650632911392405,0.750325097529259,0.789473684210526,0.761433868974042,0.776504297994269,0.808184143222506,0.617135207496653,0.720164609053498,0.761904761904762
