"param_id","eir_equil","sig_het","ff","trial_duration","trial_PQ_eff_stratum_1","trial_PQ_eff_stratum_2","trial_PQ_prop_stratum_1","trial_PQ_prop_stratum_2","trial_PQ_proph","is_LLIN_distributed","is_IRS_administered","eff_cph_recurrent_LM","eff_cph_recurrent_PCR","eff_cph_recurrent_D","eff_cph_any_relapse_LM","eff_cph_any_relapse_PCR","eff_cph_relapse_LM_trial","eff_cph_relapse_PCR_trial","eff_cph_relapse_D_trial","eff_cph_relapse_LM_all","eff_cph_relapse_PCR_all","eff_cph_relapse_D_all","eff_incid_recurrent_PCR","eff_incid_recurrent_LM","eff_incid_recurrent_D","eff_incid_any_relapse_PCR","eff_incid_any_relapse_LM","eff_incid_any_relapse_D","eff_incid_relapse_PCR","eff_incid_relapse_LM","eff_incid_relapse_D","eff_incid_trial_PCR","eff_incid_trial_LM","eff_incid_trial_D","eff_risk_relapse_PCR","eff_risk_relapse_LM","eff_risk_relapse_D","eff_risk_trial_PCR","eff_risk_trial_LM","eff_risk_trial_D"
169,0.1,0,0.01538462,180,1,0,0.75,0.25,28,1,0,0.782829165135443,0.823018765102761,0.767200912501794,0.784916887780198,0.819709077627982,0.788613859567578,0.822972182811254,0.770554145116752,0.807026553731648,0.823009235586227,-1.00730208686709,0.688803512623491,0.674373795761079,0.654777070063694,0.693281938325991,0.679330328396652,0.659003831417625,0.701492537313433,0.687136393018746,0.671794871794872,0.731303772336201,0.719904648390942,0.724679029957204,0.742705570291777,0.733612273361227,0.717647058823529,0.740793201133144,0.730696798493409,0.724576271186441
1690,10,0,0.01538462,180,1,0,0.75,0.25,28,1,0,0.535544998340859,0.635956006038644,0.440359024105023,0.578232678723869,0.732836550460369,0.673961420528305,0.799338298934404,0.52054327833746,0.77057219031356,0.90366276332718,0.318020616203353,0.619923148757674,0.691584841568919,0.609939759036145,0.682762427179695,0.725738893072289,0.811935240963855,0.734568652530207,0.762620481927711,0.832831325301205,0.487302767555578,0.568880786303107,0.561182228915663,0.742424242424242,0.74798927613941,0.833333333333333,0.393501805054152,0.547169811320755,0.5625
1691,10,0,0.01538462,180,1,0,0.75,0.25,28,1,0,0.470142811608133,0.688222801871143,0.0835823234657213,0.465856399289461,0.770350865673222,0.570428468323748,0.832100873303425,-0.1801014547912,0.788175592392882,0.917335720160162,-0.535565035768316,0.671930877483444,0.740995836802664,0.723055555555556,0.735836954858454,0.761746323529412,0.715142857142857,0.790271949174976,0.800177094379639,0.7009,0.547848829431438,0.592136363636364,0.643928571428571,0.758375634517766,0.793814432989691,0.7,0.449074074074074,0.564356435643564,0.642857142857143
1692,10,0,0.01538462,180,1,0,0.75,0.25,28,1,0,0.484028447726232,0.660722398695218,0.00366473606021867,0.586433333105495,0.756489886665212,0.655361707149495,0.824338362970516,0.0020821556720324,0.791698479524418,0.913232411067395,-0.667306430612678,0.653711460550711,0.695615514333895,0.470588235294118,0.718208864139141,0.722532588454376,0.625,0.776632902549773,0.775316455696203,0.615384615384615,0.529960053262317,0.575221238938053,0.466666666666667,0.75782038345106,0.776649746192893,0.615384615384615,0.420745920745921,0.558823529411765,0.466666666666667
1693,10,0,0.01538462,180,1,0,0.75,0.25,28,1,0,0.593840848600832,0.687257898920648,0.401320822819354,0.62078494711515,0.762056206743492,0.69492631084445,0.823522865703728,0.405951500748674,0.801581255130268,0.909100165613959,-0.0519346189097207,0.642332486089167,0.74339603106126,0.88024,0.707136785986291,0.793582542694497,0.913217391304348,0.765278594415935,0.826713826366559,0.95247619047619,0.538629508196721,0.690542635658915,0.857428571428571,0.748478701825558,0.796875,0.947368421052632,0.44279176201373,0.677966101694915,0.842105263157895
1694,10,0,0.01538462,180,1,0,0.75,0.25,28,1,0,0.699828000778193,0.681559675168387,0.807540068656222,0.748401057235818,0.770724348877671,0.824313184461412,0.847734581407924,0.81970324417334,0.813767865081841,0.924586961869758,0.299558133954006,0.672304340224072,0.753522119616117,0.856999713713141,0.738660195099654,0.783567134268537,0.894631367999156,0.79974818666609,0.823537946827548,0.882235058351998,0.554587698887708,0.721032228391209,0.947315683999578,0.777665995975855,0.802056555269923,0.882352941176471,0.434782608695652,0.693693693693694,0.947368421052632
1695,10,0,0.01538462,180,1,0,0.75,0.25,28,1,0,0.534639836117613,0.675851675326302,0.566700971750443,0.583096945935206,0.754991022269984,0.723229580730012,0.831519094594991,0.595842673368419,0.785140883808446,0.913922457904065,0.188380783345966,0.638724454619967,0.70343932116304,0.738869304086695,0.705997004337414,0.73973973973974,0.809333142666476,0.769998534668084,0.79915537855452,0.833166499833166,0.524027338596875,0.580225386677,0.713999713999714,0.754545454545455,0.766129032258065,0.833333333333333,0.422764227642276,0.544642857142857,0.714285714285714
1696,10,0,0.01538462,180,1,0,0.75,0.25,28,1,0,0.646241371955651,0.621984653894673,0.503655757943522,0.705671240217089,0.755132933894372,0.762666494784025,0.814570266981832,0.43766109469804,0.787639397299953,0.902751191693491,0.390698292045679,0.636777359027235,0.707834101382488,0.529411764705882,0.700473933649289,0.744376278118609,0.461538461538461,0.754592344584201,0.779310344827586,0.4,0.49507735583685,0.640287769784173,0.5,0.738336713995943,0.762295081967213,0.4,0.401212121212121,0.643410852713178,0.5
1697,10,0,0.01538462,180,1,0,0.75,0.25,28,1,0,0.501297041129806,0.620040676088114,0.117811699818719,0.586873851980057,0.738299645864546,0.622955584646058,0.807971919071967,0.131279503646258,0.808368436937192,0.913991194085385,-0.471744976734796,0.661259813084112,0.764195431472081,0.727545454545454,0.72971944273399,0.808959888059702,0.789684210526316,0.788881584752493,0.848605154639175,0.8335,0.509705802047782,0.586620689655172,0.647411764705882,0.763157894736842,0.819587628865979,0.8125,0.404848484848485,0.596153846153846,0.625
1698,10,0,0.01538462,180,1,0,0.75,0.25,28,1,0,0.740201433946911,0.689025164364967,0.649727695623022,0.754758153992611,0.773081967980417,0.806718131417705,0.832066812612304,0.658928127685996,0.80525746099471,0.912001165921814,0.452896235124383,0.637171141849742,0.712520593080725,0.863636363636364,0.699051776038531,0.739249771271729,0.85,0.754992651508602,0.791623036649215,0.888888888888889,0.549174917491749,0.768115942028985,0.857142857142857,0.747738693467337,0.779487179487179,0.875,0.450867052023121,0.758064516129032,0.823529411764706
