"param_id","eir_equil","sig_het","ff","trial_duration","trial_PQ_eff_stratum_1","trial_PQ_eff_stratum_2","trial_PQ_prop_stratum_1","trial_PQ_prop_stratum_2","trial_PQ_proph","is_LLIN_distributed","is_IRS_administered","eff_cph_recurrent_LM","eff_cph_recurrent_PCR","eff_cph_any_relapse_LM","eff_cph_any_relapse_PCR","eff_cph_relapse_LM_trial","eff_cph_relapse_PCR_trial","eff_cph_relapse_LM_all","eff_cph_relapse_PCR_all","eff_incid_recurrent_PCR","eff_incid_recurrent_LM","eff_incid_recurrent_D","eff_incid_any_relapse_PCR","eff_incid_any_relapse_LM","eff_incid_any_relapse_D","eff_incid_relapse_PCR","eff_incid_relapse_LM","eff_incid_relapse_D","eff_risk_relapse_PCR","eff_risk_relapse_LM","eff_risk_relapse_D"
6856,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.785505444334072,0.825609662484758,0.785217707805577,0.823811790124718,0.785217707805577,0.823846715988454,0.818023202409792,0.825163751286351,0.711222689356023,0.712016955226832,0.697639528148003,0.711601676382893,0.712456125056496,0.698483938483938,0.724928770819913,0.727882298604967,0.72028028028028,0.744125326370757,0.746905089408528,0.721247563352827
6857,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.830008632076443,0.848418568633597,0.828538203005571,0.847654392309214,0.828636268645434,0.849925692742782,0.834009277225805,0.844525532776852,0.748396076352068,0.741721951219512,0.733518879415347,0.749718617021277,0.742154128440367,0.732214198286414,0.764376734258271,0.758523926380368,0.755772727272727,0.775537634408602,0.771101573676681,0.76969696969697
6858,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.757998661344295,0.805388293064712,0.758873359523681,0.801897546021603,0.760416964901294,0.80442354226041,0.795518986838247,0.804442330692354,0.704142604142604,0.70211894254581,0.705271622333234,0.704916137259372,0.702559343262861,0.704922003854388,0.714807216457382,0.712599534207574,0.715587473594591,0.726530612244898,0.726628895184136,0.706692913385827
6859,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.777584791766727,0.81859424529697,0.781284956410158,0.819550696427109,0.782361199344018,0.820190908995482,0.8158249467219,0.826648839585451,0.730603448275862,0.729695431472081,0.725593667546174,0.731206057328285,0.730573248407643,0.726790450928382,0.731919521479065,0.731457800511509,0.728362183754993,0.741721854304636,0.740112994350282,0.733050847457627
686,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,0,0.811336650340618,0.835195179784636,0.822085933680996,0.839852565002244,0.823819332110226,0.841505157943963,0.838027282115622,0.84193743920452,0.73795343800758,0.736974262397991,0.778301886792453,0.743324250681199,0.742261528742893,0.783175355450237,0.760833790455293,0.760814249363868,0.802615933412604,0.761194029850746,0.767375886524823,0.783464566929134
6860,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.838665196309632,0.840846401871156,0.842167151207524,0.841606634719396,0.84126593887163,0.844793105781325,0.847919597216171,0.854101305191304,0.723695161632715,0.725203006279111,0.746089654353489,0.723385402845307,0.724844029148189,0.745448466611957,0.747553471224484,0.74990588563591,0.779516440044403,0.787204450625869,0.787923416789396,0.794661190965092
6861,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.797808640966634,0.812185183512896,0.798977417617363,0.81058406138874,0.798977417617363,0.812978217505399,0.809849445853938,0.818660150382498,0.7136875,0.711241736876215,0.723843312101911,0.714007340485601,0.711327922077922,0.724413793103448,0.726977840909091,0.723625245258339,0.74606064516129,0.732605729877217,0.729613733905579,0.745967741935484
6862,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.811988522097715,0.816589217202794,0.815407777669288,0.814967780743066,0.815476198839276,0.816833752049816,0.817974075913002,0.826716815763794,0.698304576353357,0.6948167679875,0.695963659927624,0.700455830612716,0.697324443087155,0.699828528657357,0.713833531381469,0.712933272255306,0.715288003576292,0.745901639344262,0.747076023391813,0.754601226993865
6863,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.761732624204176,0.812404078096003,0.76760892510439,0.81445678761715,0.769480501653522,0.815559205007299,0.809214655424511,0.824993412990508,0.681460674157303,0.676432291666667,0.700980392156863,0.682048396173326,0.677103718199609,0.703067484662577,0.695652173913043,0.690897184020956,0.719557195571956,0.732432432432433,0.723098995695839,0.720977596741344
6864,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.777793154337136,0.808080751730177,0.777882596777453,0.808807349491725,0.781844790029675,0.811480092950871,0.797975314827394,0.810454586540766,0.694877505567929,0.681937172774869,0.688295165394402,0.696986607142857,0.683934426229508,0.69171974522293,0.705980994969257,0.694024950755089,0.707908163265306,0.734584450402145,0.731811697574893,0.747534516765286
6865,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.818665943763902,0.840626561227338,0.82137535984014,0.83970319657381,0.82263272249716,0.841921182353981,0.83747224932224,0.847913086702076,0.729894620077648,0.722151088348271,0.724782067247821,0.731409544950056,0.723254324151185,0.724438902743142,0.739977728285078,0.732475884244373,0.738095238095238,0.769127516778523,0.763380281690141,0.759443339960239
6866,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.792158354898203,0.820845719810353,0.793850614550672,0.823235222416954,0.793850614550672,0.825483288839913,0.821422079634418,0.830137339076946,0.712636874178002,0.713268871697461,0.711327416738238,0.713790140798003,0.714157961666029,0.712177632977516,0.729421187722405,0.730972199215086,0.73486902290875,0.745740498034076,0.746870653685675,0.738188976377953
6867,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.796611218036157,0.837021835919002,0.799304639920453,0.838800521006816,0.800113538436621,0.839183506511748,0.843327970265139,0.850141243960737,0.724795640326976,0.721558768070396,0.754299754299754,0.72568306010929,0.722572509457755,0.754320987654321,0.731760833790455,0.729746835443038,0.764267990074442,0.767195767195767,0.766990291262136,0.771717171717172
6868,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.779951441430462,0.81364248836818,0.787403154510278,0.815903320843272,0.787403154510278,0.819201031398558,0.815234272577694,0.827406944591609,0.722858823736017,0.711457489235267,0.682888995866095,0.725301591382821,0.713636077272441,0.687983148542945,0.741499741499742,0.731283446296169,0.710906835588769,0.756756756756757,0.751066856330014,0.732106339468303
6869,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.77764995703247,0.812806896951852,0.782283714141695,0.813236209703948,0.783690077221165,0.814414656233369,0.811346800451941,0.821726158866861,0.665863816034465,0.652550644003635,0.668271324759874,0.667568592483268,0.654521056230458,0.669542315852748,0.682911580522502,0.67225476627186,0.689878173338733,0.736842105263158,0.734463276836158,0.730994152046784
687,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,0,0.746560878424659,0.775555113874814,0.747628709146372,0.780412971259571,0.752863719007788,0.786333456295344,0.783689526873278,0.800189449266784,0.65671645143178,0.658064790575916,0.621377720870679,0.661920338983051,0.662615536537196,0.627949742268041,0.690826235093697,0.692360927152318,0.672607512953368,0.715862068965517,0.709867452135493,0.685897435897436
6870,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.770419140425621,0.793292409775364,0.770366453372156,0.793553331744302,0.771866477864682,0.795920460150712,0.798648027348509,0.80842025499057,0.680800449186838,0.686132103371329,0.727416203388743,0.683923352237465,0.68968968968969,0.72939720935139,0.6996996996997,0.705955955955956,0.748889783254044,0.720961281708945,0.717270194986072,0.739622641509434
6871,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.784238551778699,0.815967016598637,0.784205132869097,0.812734250181256,0.784205132869097,0.812397230269227,0.800702238673277,0.814561820223564,0.706754530477759,0.696658097686375,0.71709717097171,0.706659328563566,0.696911196911197,0.716748768472906,0.716492002206288,0.708118556701031,0.732429099876695,0.740997229916897,0.736764705882353,0.726337448559671
6872,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.804117888759074,0.816410091948945,0.803213367959812,0.815043401498869,0.806063286685488,0.819286410775897,0.825627921500135,0.835166108711611,0.72337734775185,0.726980883322347,0.741679292929293,0.724513375071144,0.728296638101516,0.741679292929293,0.74026993166287,0.745891820580475,0.754280303030303,0.757452574525745,0.75609756097561,0.760869565217391
6873,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.797697111161621,0.830601287096867,0.797159613194259,0.830284014034492,0.796628931659666,0.830852515442847,0.817971718621497,0.832880606207429,0.727118644067797,0.720261437908497,0.71264367816092,0.729378531073446,0.722222222222222,0.713920817369093,0.738539898132428,0.732329842931937,0.728900255754476,0.764623955431755,0.754437869822485,0.752173913043478
6874,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.84573003063266,0.856926270758065,0.848814278852666,0.859586608983165,0.848411594888257,0.860353332530611,0.85795404502338,0.864687006104785,0.757444504602057,0.757403906742281,0.789346246973366,0.758003255561584,0.758359621451104,0.79030303030303,0.76726481783578,0.768015170670038,0.801212121212121,0.782152230971129,0.782849239280775,0.81404174573055
6875,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.777568240133716,0.800857218196588,0.78258246343959,0.803551013730183,0.781370963934816,0.803069438759474,0.802747820525377,0.807204553715865,0.702729273509898,0.707007888005476,0.700744831699953,0.703937050301977,0.707741413591389,0.700353648473417,0.707346341160207,0.70902632035725,0.704428542123617,0.733240223463687,0.73792093704246,0.735416666666667
6876,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.823080511424571,0.846142497601569,0.828201908712731,0.850712148922455,0.827225732755319,0.852583329618714,0.849803596405616,0.84925352769748,0.753485778025655,0.761935073201782,0.764197530864198,0.755729457797652,0.763880025526484,0.76761433868974,0.767323943661972,0.777491961414791,0.782338308457711,0.78404401650619,0.793991416309013,0.781632653061225
6877,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.773559136411645,0.808464513857605,0.780683874047894,0.813411723358398,0.782124169047998,0.816681910152484,0.826346872654056,0.834279406501732,0.737686755625071,0.7415391530725,0.739377745389769,0.739152217478435,0.743396849914695,0.740926720360874,0.748273055082432,0.753256513026052,0.753313734067119,0.753351206434316,0.75561797752809,0.75959595959596
6878,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.796414715786455,0.81991294040108,0.798444894771104,0.81884880027645,0.79995461096884,0.821052127526153,0.815599836219442,0.83041533237375,0.710260499734184,0.709136109384711,0.700361010830325,0.711548696114955,0.709396390790292,0.701204819277108,0.729111229377328,0.726197884256378,0.730120481927711,0.737967914438503,0.730385164051355,0.730382293762575
6879,0.1,0,0.01538462,180,1,0,0.75,0.25,28,0,1,0.799223284628492,0.827858697558859,0.801170408637871,0.828757884969248,0.802933591744575,0.830913273966065,0.838554379912229,0.837624901016188,0.723669923995657,0.729931549471064,0.740213523131673,0.724306688417618,0.730673316708229,0.739904988123515,0.735838779956427,0.743285446595878,0.757142857142857,0.752673796791444,0.761111111111111,0.757692307692308
